Control_1	Control_2	Control_3	FeD-1	FeD-2	FeD-3	FeE-1	FeE-2	FeE-3
2558011838	29	33	49	40	71	63	61	49	48
2558011839	1446	1778	2409	2276	2284	962	757	2022	1510
2558011840	187	177	317	259	344	293	247	221	188
2558011841	200	208	338	308	388	384	338	252	235
2558011842	328	314	499	480	545	491	468	256	199
2558011843	156	198	238	309	374	351	222	159	121
2558011844	89	86	132	158	185	159	208	143	146
2558011845	160	151	169	231	295	276	209	154	134
2558011846	3924	4775	5551	7500	9200	7500	5767	4062	3820
2558011847	53	66	115	116	183	117	86	81	116
2558011848	180	191	234	234	312	267	175	165	157
2558011849	35	23	60	60	77	107	74	67	77
2558011850	96	136	183	192	200	203	141	116	120
2558011851	873	1017	1535	1734	2032	1939	1403	1343	1261
2558011852	8467	8727	9828	11049	13058	12678	8835	7746	7542
2558011853	635	646	1290	1005	1161	1321	1354	1225	1027
2558011854	1703	1988	1715	1819	1759	1710	2202	1759	1815
2558011855	35	47	70	69	67	71	47	62	48
2558011856	267	378	410	515	638	611	346	327	310
2558011857	151	154	219	225	292	358	270	172	163
2558011858	21	19	10	17	15	23	19	17	14
2558011859	16	17	39	37	50	51	18	19	28
2558011860	2522	2948	4418	3539	6338	3316	3779	4022	3320
2558011861	243	330	375	453	676	515	350	333	311
2558011862	303	330	434	489	658	490	264	325	264
2558011863	94	76	131	101	113	85	90	79	45
2558011864	291	339	516	468	490	523	216	224	186
2558011865	460	466	693	706	679	419	271	528	444
2558011866	73	71	154	139	109	98	142	121	84
2558011867	142	163	196	207	209	214	182	207	161
2558011868	89	96	228	150	201	180	140	157	118
2558011869	29	39	93	61	59	90	83	68	60
2558011870	18	24	58	40	48	49	53	32	33
2558011871	93	77	144	114	135	163	114	66	65
2558011872	61	112	168	126	157	155	109	106	105
2558011873	16	5	19	9	23	31	23	19	20
2558011874	9	7	16	17	20	7	5	9	12
2558011875	24	15	17	13	19	20	7	14	13
2558011876	116	92	168	143	211	167	78	98	102
2558011877	40	66	80	83	112	85	32	52	60
2558011878	18	17	47	37	57	51	23	32	27
2558011879	22	45	48	60	128	62	46	22	28
2558011880	269	252	431	429	579	417	311	340	358
2558011881	337	377	487	415	734	411	387	456	395
2558011882	745	873	1065	1155	1444	1171	897	864	794
2558011883	195	199	308	318	519	404	260	280	254
2558011884	3956	3516	5798	4647	5684	4527	3824	5928	4547
2558011885	2350	2350	3168	2347	2849	2354	2647	1592	1612
2558011886	745	767	1240	949	1147	1009	1220	1078	938
2558011887	17	8	18	21	25	20	16	10	12
2558011888	19	19	23	27	33	27	43	39	31
2558011889	168	217	319	310	389	356	492	406	340
2558011890	1026	1360	1649	2081	2873	1894	1867	1556	1519
2558011891	387	399	624	516	581	732	630	462	463
2558011892	4	10	15	8	21	9	9	9	15
2558011893	193	149	274	230	292	208	247	316	248
2558011894	415	366	668	624	836	788	721	603	492
2558011895	448	560	753	756	1038	880	773	522	510
2558011896	21	30	26	29	27	38	27	17	19
2558011897	114	139	161	158	224	215	148	103	96
2558011898	86	91	107	74	66	106	81	78	57
2558011899	14	22	27	17	12	26	11	10	8
2558011900	7	6	23	7	6	11	6	8	5
2558011901	41	35	64	36	31	63	46	29	38
2558011902	118	83	130	75	108	108	100	89	52
2558011903	53	51	66	55	84	54	63	56	65
2558011904	137	148	181	161	201	128	158	185	177
2558011905	37	41	54	44	75	55	85	55	60
2558011906	3835	3207	5067	4822	5381	5338	5194	3820	3511
2558011907	71	64	119	102	113	131	151	123	122
2558011908	215	183	336	265	266	276	409	299	254
2558011909	65	75	108	84	115	99	99	74	67
2558011910	222	255	341	376	480	379	310	274	232
2558011911	1633	2018	3294	3413	3556	2485	1662	3226	2944
2558011912	284	297	538	452	465	618	640	469	434
2558011913	942	912	1508	1305	1532	1675	1796	1326	1270
2558011914	1546	1677	2470	2423	2790	3140	2973	2190	1924
2558011915	565	551	784	507	618	645	815	623	430
2558011916	1206	1243	1805	1496	1933	1689	1645	1350	1077
2558011917	132	114	180	167	157	187	186	150	106
2558011919	200	180	239	303	342	354	336	341	315
2558011920	119	114	181	125	196	192	159	171	168
2558011921	104	113	171	149	201	159	221	295	264
2558011922	28	39	75	51	57	45	53	73	53
2558011923	105	109	215	155	159	162	147	183	157
2558011924	7607	8495	12184	13147	13889	9859	7406	16595	12652
2558011925	103	98	207	224	224	250	148	223	204
2558011926	43	60	80	90	111	89	70	75	77
2558011927	1	0	4	1	1	2	0	4	3
2558011928	55	34	54	62	82	66	67	79	60
2558011929	2	0	3	4	2	2	4	2	5
2558011930	43	41	67	52	68	65	65	60	38
2558011931	165	172	265	297	336	361	364	253	260
2558011932	80	92	163	178	223	223	196	151	134
2558011933	506	679	875	789	1167	749	743	869	896
2558011934	32	21	58	51	64	59	47	44	40
2558011935	261	357	580	503	627	636	617	638	535
2558011936	4	5	7	10	3	4	4	9	4
2558011937	45	71	82	76	130	98	33	26	30
2558011938	78	66	112	109	105	102	77	47	29
2558011939	521	604	531	1439	926	678	409	384	263
2558011940	203	190	471	277	195	336	316	272	213
2558011941	292	268	613	308	240	425	441	366	272
2558011942	87	85	304	99	91	216	125	156	131
2558011943	251	237	938	255	234	458	371	471	408
2558011944	2546	2400	5459	2129	1933	2757	2328	2840	2557
2558011945	17	15	43	26	36	28	30	38	29
2558011946	86	91	186	169	142	133	94	128	87
2558011947	178	188	363	332	325	343	200	282	223
2558011948	144	159	213	205	250	213	171	188	144
2558011949	105	151	138	142	219	176	125	57	76
2558011950	67	93	100	107	182	111	92	83	74
2558011951	136	131	186	149	97	113	70	152	117
2558011952	294	396	492	491	1204	520	308	548	407
2558011953	128	133	244	227	195	254	282	220	217
2558011954	220	292	382	449	253	204	271	379	359
2558011955	8	7	17	23	15	20	11	8	22
2558011956	130	127	254	282	320	226	180	221	159
2558011957	92	103	127	160	124	73	93	122	96
2558011958	189	243	273	213	357	259	306	162	174
2558011959	189	203	203	246	306	259	235	217	190
2558011960	135	108	184	158	209	155	146	166	98
2558011961	15	13	30	32	21	20	25	24	22
2558011962	28	34	47	39	65	49	50	39	24
2558011963	657	681	755	978	1517	951	795	630	613
2558011964	49	53	73	81	119	116	70	33	48
2558011965	170	163	183	156	208	186	220	132	156
2558011966	92	113	158	153	159	154	81	103	80
2558011967	425	407	600	491	527	580	459	532	424
2558011968	587	670	998	604	635	690	732	704	552
2558011969	94	68	180	117	130	159	203	145	159
2558011970	161	150	237	199	248	221	202	174	184
2558011971	777	753	985	843	991	1034	1024	923	841
2558011972	458	459	638	509	607	723	757	616	520
2558011973	23	48	71	50	58	68	54	63	42
2558011974	215	351	439	587	1312	1046	417	239	262
2558011975	535	540	948	783	928	1090	806	649	583
2558011976	371	303	521	602	727	827	551	577	505
2558011977	198	281	361	456	515	628	471	376	344
2558011978	661	593	747	604	847	664	694	583	541
2558011979	389	326	453	368	377	426	352	252	216
2558011980	52	53	53	50	48	84	76	28	19
2558011981	231	240	284	227	258	198	201	107	84
2558011982	634	627	1042	851	1042	822	883	1024	897
2558011983	145	137	305	216	276	275	270	344	269
2558011984	92	86	181	134	174	211	169	129	110
2558011985	18	11	29	19	38	41	33	35	32
2558011986	552	610	590	661	944	645	508	408	415
2558011987	249	242	294	323	479	236	278	218	221
2558011988	738	695	1329	945	1274	1326	1560	1158	1007
2558011989	26	31	53	44	42	38	101	58	52
2558011990	37	40	72	53	50	45	69	53	66
2558011991	5	10	13	14	11	10	10	2	2
2558011992	13	6	11	16	17	22	15	10	14
2558011993	10	11	20	21	19	17	15	17	20
2558011994	9	4	17	6	13	24	8	9	2
2558011995	1	1	0	5	6	3	0	0	1
2558011996	41	60	92	81	88	100	54	62	67
2558011997	12	29	30	43	66	31	13	19	18
2558011998	32	25	56	43	58	58	52	37	47
2558011999	7	6	6	6	4	13	7	9	6
2558012000	164	184	253	222	344	300	228	157	159
2558012001	86	116	114	196	829	331	94	112	76
2558012002	101	116	190	163	170	164	151	138	151
2558012003	522	412	538	510	620	692	605	290	310
2558012004	1026	883	1185	1357	1244	944	555	1209	879
2558012005	456	281	482	326	310	322	260	382	249
2558012007	143	146	280	232	215	261	353	259	197
2558012008	4	5	4	13	7	8	12	15	6
2558012009	0	2	3	0	2	5	4	4	2
2558012010	0	0	0	2	2	1	0	0	0
2558012011	2	1	0	4	4	2	5	3	0
2558012012	48	70	87	76	88	79	85	74	74
2558012013	27	31	37	43	36	32	42	36	44
2558012014	11	9	18	9	20	26	22	4	9
2558012015	4	3	6	1	4	10	10	6	3
2558012016	4	21	48	19	25	46	42	26	27
2558012017	107	128	254	200	229	262	201	201	185
2558012018	27	33	78	43	38	106	62	65	30
2558012019	647	691	1297	1198	1136	1253	1304	1181	944
2558012020	264	399	440	495	674	554	406	296	263
2558012021	74	87	94	105	157	150	87	51	77
2558012022	82	121	164	198	217	203	144	134	120
2558012023	49	60	105	93	98	104	59	50	66
2558012024	67	94	203	159	157	278	191	151	111
2558012025	150	135	254	207	243	211	176	112	108
2558012026	307	329	567	410	492	536	370	293	214
2558012027	1091	1290	1529	1402	1685	1647	1270	818	853
2558012028	414	456	589	663	762	817	574	462	455
2558012029	693	690	841	858	948	907	872	751	605
2558012030	182	214	311	254	345	354	308	266	252
2558012031	746	676	1207	959	1265	1209	907	984	870
2558012032	352	347	690	469	561	573	615	549	498
2558012033	233	198	381	221	184	232	142	242	159
2558012034	125	134	284	209	192	243	199	260	188
2558012035	136	180	272	278	331	302	239	217	164
2558012036	19	36	71	38	81	58	34	46	36
2558012037	5	4	4	14	17	5	9	5	5
2558012038	169	167	224	231	250	255	186	187	142
2558012039	156	218	250	241	314	238	243	248	187
2558012040	923	918	1455	1225	1312	1650	1045	782	774
2558012041	346	375	639	574	591	788	614	506	413
2558012042	86	98	160	168	213	200	237	147	153
2558012043	49	55	101	56	73	83	115	73	70
2558012045	1238	1184	2194	1484	1445	1692	2075	2091	1771
2558012046	1201	1148	1835	1480	1757	1996	1630	1213	999
2558012047	75	84	127	103	150	174	130	115	105
2558012048	256	253	453	458	549	577	451	331	317
2558012049	1356	1639	2249	2546	2890	2759	1832	1521	1389
2558012050	1583	1681	2640	2603	2860	3237	2008	2187	1729
2558012051	80	88	169	132	119	163	140	104	89
2558012052	164	176	280	222	281	331	269	206	178
2558012053	84	71	154	115	166	146	170	119	113
2558012054	6	6	10	7	15	18	14	5	8
2558012055	82	121	136	202	208	193	230	169	158
2558012056	769	594	814	617	895	825	635	567	463
2558012057	238	189	304	264	307	341	331	286	254
2558012058	1056	1171	1477	1439	1810	1400	1498	1468	1177
2558012059	74	58	104	102	102	106	70	89	71
2558012060	131	148	202	224	271	300	173	219	203
2558012061	1311	1551	1827	1871	2312	1121	1329	1793	1712
2558012062	591	803	767	888	1163	784	1078	889	779
2558012063	1615	1645	1762	1943	1717	1281	2117	1930	2013
2558012064	735	707	987	872	1144	992	1029	829	901
2558012065	700	649	932	816	1016	845	932	841	736
2558012066	626	657	1198	1099	1349	1070	763	884	827
2558012067	491	491	1114	641	611	349	368	433	310
2558012068	481	657	1338	857	757	287	244	279	208
2558012069	157	176	416	219	238	67	62	65	61
2558012070	113	127	197	171	183	206	213	140	139
2558012071	161	162	215	222	241	229	194	171	147
2558012072	174	227	258	260	308	293	243	209	160
2558012073	457	421	585	693	1027	1059	895	508	502
2558012074	917	845	1227	1331	1567	1079	934	1089	980
2558012075	1284	1418	1884	1995	2566	1844	1453	1617	1469
2558012076	92	51	49	82	107	110	84	61	51
2558012077	1267	1381	1827	2041	2448	2282	1535	1274	1228
2558012079	986	1114	1593	1390	1532	1331	899	1482	1073
2558012080	5767	5710	9825	8040	8855	11331	7153	7054	5636
2558012081	51	55	92	78	97	78	77	67	62
2558012082	54	79	92	77	88	77	61	57	61
2558012083	824	990	1282	1259	1604	1483	1038	1088	913
2558012084	476	443	730	698	884	800	604	651	508
2558012085	38	39	46	59	95	64	59	53	44
2558012086	13	19	15	20	24	34	21	15	21
2558012087	66	75	107	142	127	151	124	110	133
2558012088	69	72	111	127	147	106	112	105	54
2558012089	459	509	658	611	845	452	503	462	511
2558012090	308	336	559	466	758	471	546	516	486
2558012091	360	427	790	805	975	1072	738	753	673
2558012092	107	96	157	170	159	173	131	171	115
2558012093	5736	5681	10426	7098	5943	7355	8664	14182	9505
2558012094	456	510	825	719	725	704	691	1242	965
2558012095	145	176	206	211	289	231	158	402	297
2558012096	868	849	1020	1142	1248	1041	544	201	173
2558012097	591	644	753	967	1666	886	673	417	355
2558012098	91	146	102	209	526	139	82	103	69
2558012099	164	227	291	359	486	407	261	210	196
2558012100	135	204	201	336	577	353	252	177	133
2558012101	50	71	79	109	290	158	97	60	64
2558012102	118	176	226	192	280	242	135	77	65
2558012103	90	94	149	111	146	188	171	122	98
2558012104	14	22	31	44	81	31	34	20	13
2558012105	366	394	444	505	1131	397	220	218	155
2558012106	9	5	9	14	3	6	7	9	0
2558012107	55	41	80	85	74	104	49	76	61
2558012108	10	15	11	8	23	18	15	13	6
2558012109	110	90	170	160	151	160	162	122	100
2558012110	209	205	303	237	266	270	244	215	182
2558012111	152	167	363	353	427	496	374	336	287
2558012112	35	53	76	62	60	48	75	52	52
2558012113	198	233	211	133	130	117	101	115	128
2558012114	69	83	73	94	130	122	72	72	44
2558012115	38	59	74	88	139	56	53	53	42
2558012116	464	650	956	1140	1362	552	551	489	421
2558012117	335	389	628	618	796	531	647	674	575
2558012118	5958	8006	8574	9890	11933	7323	14390	8996	8739
2558012119	3225	4735	3777	4924	7809	3068	6860	5014	4576
2558012120	1154	1700	1523	1868	4036	1034	2096	2107	1952
2558012121	183	197	300	256	321	205	262	258	206
2558012122	120	88	162	122	198	156	126	109	96
2558012123	448	391	659	535	624	493	490	720	481
2558012124	289	251	361	343	351	353	397	275	265
2558012125	115	116	165	143	192	175	137	138	146
2558012126	43	62	73	74	72	101	77	68	77
2558012127	35	39	71	54	64	58	59	74	54
2558012128	2022	1904	3124	2290	2100	2598	2859	3196	2551
2558012129	736	726	1105	1076	1133	1133	1087	943	814
2558012130	955	927	1367	1176	1713	1462	1795	1008	886
2558012131	93	152	190	191	188	223	229	113	119
2558012132	51	71	118	87	114	113	109	74	70
2558012133	18	22	13	15	16	17	15	18	14
2558012134	26	29	52	40	54	32	35	37	24
2558012135	74	82	103	95	115	133	121	106	62
2558012136	95	134	206	161	143	153	118	133	92
2558012137	208	210	288	220	205	205	165	254	211
2558012138	237	236	419	299	347	424	323	413	335
2558012140	1246	1406	1494	1790	2148	2072	1220	1234	1278
2558012141	4496	4522	6502	6653	8282	7373	5153	5222	4384
2558012142	223	284	392	449	527	333	291	473	356
2558012143	227	250	402	316	399	410	337	320	231
2558012144	153	170	177	203	223	188	182	156	127
2558012145	471	556	719	757	797	785	756	579	501
2558012146	117	114	214	200	244	253	156	154	135
2558012147	435	455	594	621	742	805	498	376	352
2558012148	410	406	568	593	679	724	567	425	362
2558012149	507	585	756	770	876	845	742	734	621
2558012150	512	469	766	657	818	825	589	626	593
2558012151	858	884	1486	1186	1516	1362	1087	1255	1071
2558012152	53	35	90	92	114	118	96	61	50
2558012153	35	34	84	64	67	66	70	42	55
2558012154	492	464	714	587	658	673	737	483	451
2558012155	465	593	834	712	835	858	696	554	534
2558012156	369	331	500	455	539	557	660	468	382
2558012157	630	592	988	894	1131	1161	1123	900	709
2558012158	493	592	777	632	850	722	797	549	534
2558012159	625	583	1082	878	1023	972	1173	853	767
2558012160	845	892	1408	1207	1350	1243	959	969	827
2558012161	206	239	303	255	374	383	370	163	146
2558012162	248	276	385	356	527	454	371	268	272
2558012163	217	227	336	231	364	335	250	276	184
2558012164	496	534	839	897	985	958	843	764	577
2558012165	629	744	1171	1207	1466	1390	1011	1037	802
2558012166	296	330	555	591	643	682	526	549	391
2558012167	155	219	273	281	315	351	310	230	200
2558012168	50	43	75	66	83	103	63	46	40
2558012169	143	116	148	112	122	162	136	188	173
2558012170	893	938	1419	1305	1461	1205	1461	1728	1585
2558012171	20	38	48	57	75	72	86	49	67
2558012172	93	120	161	197	225	223	163	155	172
2558012173	464	513	838	764	873	890	661	770	607
2558012175	101	107	158	137	176	168	111	184	115
2558012176	11	18	15	19	13	20	11	23	15
2558012177	146	187	217	234	292	190	225	171	155
2558012178	56	66	105	94	91	95	75	86	58
2558012179	37	25	34	44	35	39	26	34	37
2558012180	388	391	610	577	652	574	453	626	526
2558012181	607	564	863	918	986	780	723	757	674
2558012182	693	629	1090	870	850	793	1027	1524	1328
2558012183	182	204	290	255	237	235	374	388	380
2558012184	26	39	53	40	40	35	41	42	62
2558012185	5	2	6	10	6	11	12	18	15
2558012186	20	23	43	32	38	31	26	28	24
2558012187	139	134	211	214	251	256	211	188	176
2558012188	390	462	696	1141	1423	1571	1610	1052	928
2558012189	79	89	151	292	374	353	320	169	169
2558012190	262	414	493	1061	1187	1438	1145	692	628
2558012191	231	300	434	866	1051	1074	1022	635	511
2558012192	1421	1745	2165	3647	4288	4143	4050	2917	2375
2558012193	2885	3382	3884	6970	8133	7326	8549	5349	4965
2558012194	588	603	1107	518	618	531	1048	724	669
2558012195	1465	1257	2343	1866	2112	2186	2544	2306	2054
2558012196	769	829	1427	1462	1627	2013	1685	1054	1007
2558012197	184	145	292	309	327	418	417	205	177
2558012198	1509	1770	2774	2805	2997	3641	3113	1799	1821
2558012199	53	66	132	124	163	155	129	115	91
2558012200	218	271	455	419	596	528	530	302	319
2558012201	636	712	1052	996	1006	1351	790	560	516
2558012202	94	62	94	116	146	99	116	65	95
2558012203	0	3	3	2	8	1	1	2	1
2558012204	55	56	70	58	80	75	55	50	51
2558012205	400	441	676	400	534	385	564	431	373
2558012206	2001	1892	2773	2398	3080	2536	1984	2206	1787
2558012207	153	142	271	191	309	210	216	185	186
2558012208	125	110	128	118	189	149	138	85	116
2558012209	1141	1175	1500	1416	1875	1848	1040	627	619
2558012210	1750	2444	2453	2731	3951	2731	2869	1643	1669
2558012211	335	495	690	652	1044	797	888	454	528
2558012212	449	496	900	734	967	1073	1294	576	602
2558012213	615	736	994	982	1099	1348	1430	673	762
2558012214	161	153	351	337	374	507	503	283	277
2558012215	31	51	87	72	71	101	111	63	84
2558012216	1049	1101	1438	1416	1796	1407	1285	1177	1023
2558012217	474	482	664	634	641	717	717	460	441
2558012218	92	75	121	115	182	124	195	151	132
2558012219	1679	2236	2261	2535	3482	2166	3876	2677	2553
2558012220	131	169	277	266	586	337	219	219	192
2558012221	41	59	75	87	140	102	92	78	85
2558012222	100	81	140	130	170	144	190	155	111
2558012223	218	223	346	283	370	333	368	327	252
2558012224	418	358	772	580	750	665	766	669	588
2558012225	239	247	419	380	405	392	301	306	299
2558012226	1518	1266	2048	1337	1491	1431	1062	1222	1038
2558012227	1029	1050	1100	1377	1669	1560	1163	621	571
2558012228	1475	1369	2251	1878	2173	1847	2521	3666	3211
2558012229	1944	2020	3001	2334	2411	1904	3206	5012	4211
2558012230	102	97	167	190	224	166	177	142	116
2558012231	283	335	469	443	597	471	525	503	414
2558012232	781	1212	1743	1636	1884	781	1085	782	797
2558012233	215	264	476	375	473	300	254	204	189
2558012234	360	433	911	731	852	846	994	725	675
2558012235	2104	2052	2956	2677	3101	2572	2952	2581	2019
2558012236	16	18	26	32	47	39	40	24	33
2558012237	4	3	12	8	14	16	17	7	9
2558012238	275	255	446	391	393	383	307	328	266
2558012239	402	424	677	646	736	831	761	507	461
2558012240	250	259	492	530	563	1300	979	293	405
2558012241	1541	1604	2702	3081	3539	7091	6076	1888	2419
2558012242	3516	3529	4793	5047	6030	11886	10126	4010	4317
2558012243	74	80	141	106	104	258	252	57	82
2558012244	184	174	241	247	292	290	254	222	242
2558012245	50	63	94	106	185	97	93	131	89
2558012246	18	21	30	37	54	40	34	56	69
2558012247	634	635	1151	1046	1193	996	924	1594	1649
2558012248	597	660	939	1031	1267	1401	1096	1203	956
2558012249	1020	1137	1497	1233	1549	1404	1301	1015	964
2558012250	245	243	417	399	457	555	368	302	214
2558012251	80	88	101	142	214	293	89	66	74
2558012252	429	658	396	1085	1426	1499	374	154	152
2558012253	5860	7585	6216	7543	8264	8080	4390	2089	1935
2558012254	408	456	670	534	693	626	586	395	376
2558012255	417	383	727	638	760	761	566	424	405
2558012256	275	230	578	407	457	536	339	241	244
2558012257	19	40	101	88	59	40	41	65	52
2558012258	346	325	444	414	475	540	447	334	284
2558012259	123	151	196	198	298	193	167	273	253
2558012260	291	298	450	254	347	322	292	369	249
2558012261	686	680	1038	671	850	758	778	703	595
2558012262	377	342	425	334	366	400	224	251	163
2558012263	480	429	629	551	603	635	557	745	615
2558012264	2	8	13	3	11	7	4	5	7
2558012265	2	1	2	6	1	7	1	1	1
2558012266	3	4	2	5	0	4	4	3	2
2558012267	55	55	52	56	97	66	43	71	37
2558012268	1279	1271	1686	1241	1577	1094	1011	996	862
2558012269	198	218	289	311	341	401	311	176	203
2558012270	48	53	65	83	105	103	54	40	41
2558012271	2293	2429	2657	3105	3523	4175	2192	1419	1369
2558012272	2738	3072	3399	4184	4659	5590	2902	1747	1844
2558012273	24	28	19	34	32	25	24	22	20
2558012274	131	96	168	130	137	181	105	106	81
2558012275	124	136	230	157	180	188	147	133	105
2558012276	57	44	79	38	50	52	51	34	47
2558012277	69	74	73	60	65	65	40	32	48
2558012278	603	510	840	443	388	359	406	309	215
2558012279	3768	3508	5397	2541	2128	2356	2731	1749	1429
2558012280	272	241	307	306	360	321	251	196	188
2558012281	15219	17127	15780	14088	15368	17038	11607	5672	5118
2558012282	19063	21244	20802	16809	17874	20691	15176	7755	6874
2558012283	1571	1543	2286	1286	1133	1068	1275	969	725
2558012284	580	611	767	432	441	322	528	422	288
2558012285	2263	1962	2764	2227	2624	2175	2011	2302	2069
2558012286	97	87	123	105	129	119	94	94	83
2558012287	353	363	576	474	771	549	405	369	347
2558012288	91	132	113	176	365	110	64	111	104
2558012289	497	518	681	531	585	530	454	414	298
2558012290	137	128	225	166	211	191	180	171	152
2558012291	47	44	87	63	80	90	81	91	71
2558012292	65	99	187	120	140	216	135	145	106
2558012293	119	115	221	225	232	332	245	186	116
2558012294	46	48	95	66	69	76	38	58	44
2558012295	24	22	36	36	38	43	35	25	20
2558012296	133	97	235	178	153	179	138	137	141
2558012297	60	72	136	128	172	148	117	78	83
2558012298	63	46	97	90	117	83	74	62	60
2558012299	3960	4179	6344	6737	8885	7540	4221	5472	4662
2558012300	141	155	270	380	489	370	220	302	245
2558012301	1274	1277	2153	2090	2636	2423	1563	1881	1615
2558012302	757	757	1410	1178	1564	1568	1175	1386	1150
2558012303	404	351	516	437	531	551	525	488	423
2558012304	757	749	1076	771	817	870	792	506	509
2558012305	12	10	4	5	9	13	15	3	7
2558012306	424	491	828	771	1442	1144	515	486	441
2558012307	478	481	780	665	941	699	612	650	573
2558012308	14	24	35	20	35	40	27	28	35
2558012309	0	2	0	1	2	1	4	0	1
2558012310	2	1	0	4	7	3	4	1	2
2558012311	16	10	16	15	20	21	11	12	8
2558012312	1	1	1	2	0	1	3	0	0
2558012313	7	6	13	8	16	13	9	10	6
2558012314	3	3	5	0	7	3	2	7	1
2558012315	5	2	4	0	6	6	6	4	10
2558012316	6	10	2	5	11	8	6	9	5
2558012317	0	0	0	1	0	1	6	0	1
2558012318	2	7	6	5	4	4	8	6	3
2558012319	9	13	11	7	10	12	10	7	16
2558012320	44	57	76	87	98	97	116	61	53
2558012321	19	29	35	40	52	25	45	34	21
2558012322	28	29	36	46	48	39	61	48	43
2558012323	1	0	0	1	1	1	4	0	1
2558012324	9	18	26	12	16	16	23	11	7
2558012325	4	3	10	6	7	9	12	9	3
2558012326	5	2	8	2	2	4	6	13	0
2558012327	3	3	7	1	1	2	1	2	3
2558012328	0	1	1	0	0	2	1	0	1
2558012329	2	3	4	3	1	2	2	1	1
2558012330	14	6	18	9	12	9	24	6	9
2558012331	3	1	0	1	0	4	2	0	3
2558012332	5	5	9	5	5	10	11	5	7
2558012333	1	1	5	3	2	2	4	6	3
2558012334	4	4	8	11	15	7	8	6	6
2558012335	28	21	27	12	39	32	35	24	20
2558012336	10	10	15	11	33	20	24	11	22
2558012337	370	366	540	438	574	578	469	432	344
2558012338	280	242	392	332	397	414	312	260	219
2558012339	23	28	39	13	32	28	21	13	23
2558012340	100	121	156	152	193	189	126	85	93
2558012341	66	54	65	60	73	66	44	37	28
2558012342	61	55	70	81	71	63	47	51	50
2558012343	112	96	190	145	164	151	104	110	98
2558012344	94	110	154	129	155	181	124	111	97
2558012345	926	595	1462	291	98	115	148	80	63
2558012346	1503	677	1133	526	151	118	168	114	84
2558012347	20	15	21	15	7	13	10	5	3
2558012348	4148	2345	4807	1161	321	299	346	240	204
2558012349	5437	3172	5277	1318	47	54	65	52	48
2558012350	1276	998	1668	933	910	498	563	370	366
2558012351	107	121	149	118	139	135	91	64	85
2558012352	162	158	263	296	495	360	253	333	280
2558012353	0	2	7	9	39	8	3	4	9
2558012354	12	9	17	19	63	26	24	8	8
2558012355	47	54	104	94	190	167	82	74	61
2558012356	34	34	61	64	114	103	50	45	48
2558012357	63	74	103	93	174	171	98	112	86
2558012358	397	339	518	521	627	749	516	511	498
2558012359	249	265	313	256	464	374	243	162	153
2558012360	44	23	28	42	41	53	31	27	27
2558012361	32	41	38	43	42	37	26	17	20
2558012362	84	76	59	71	97	75	63	64	64
2558012363	23	27	42	36	29	39	41	24	25
2558012364	11	16	11	15	20	10	8	9	10
2558012365	26	24	37	27	29	25	17	18	24
2558012366	15	15	13	16	13	20	22	18	11
2558012367	21	31	41	44	42	52	76	41	21
2558012368	57	33	82	64	84	116	90	67	46
2558012369	37	48	90	69	104	96	62	64	32
2558012370	379	321	523	540	788	663	427	266	249
2558012371	435	407	579	581	861	675	362	245	269
2558012372	790	718	1006	1006	1380	1305	610	455	364
2558012373	83	110	103	109	152	110	89	87	76
2558012374	1059	970	1492	1355	1798	1227	1168	1143	1142
2558012375	47	40	141	90	165	133	146	154	93
2558012376	1817	1331	1656	441	84	80	54	89	56
2558012377	465	372	474	271	239	205	158	174	138
2558012378	16849	7970	14357	3907	111	111	58	81	61
2558012379	10199	6290	8855	2291	150	74	42	191	151
2558012380	29	23	61	35	28	2	1	6	2
2558012381	2	3	16	2	4	3	0	2	1
2558012382	40	28	40	31	30	40	20	18	17
2558012383	74	32	99	21	11	35	13	10	8
2558012384	71	60	131	30	13	47	15	5	12
2558012385	315	176	364	86	50	128	40	34	17
2558012386	87	51	116	43	41	42	36	19	13
2558012387	41	18	51	17	23	45	18	26	20
2558012388	122	61	159	56	57	69	47	36	23
2558012389	82	45	270	43	32	51	33	25	16
2558012390	125	47	194	39	22	47	49	26	17
2558012391	292	112	573	40	9	25	30	7	11
2558012392	13	22	27	34	24	41	28	15	13
2558012393	35	14	50	21	41	39	31	19	18
2558012394	21	19	48	30	34	34	19	10	17
2558012395	164	139	219	190	289	265	116	57	75
2558012396	79	28	99	24	22	48	29	35	22
2558012397	95	24	97	63	43	43	44	32	30
2558012398	10	9	14	7	9	4	9	12	9
2558012399	39	22	63	37	27	37	25	21	14
2558012400	202	72	277	33	20	62	33	15	6
2558012401	87	28	130	18	17	22	17	7	2
2558012402	18	10	34	10	5	3	5	1	0
2558012403	73	29	111	16	11	17	21	4	2
2558012404	147	45	190	70	6	31	40	6	6
2558012405	113	17	157	52	5	20	21	3	1
2558012406	280	87	470	83	6	8	16	0	0
2558012407	19	3	22	5	1	10	2	1	0
2558012408	88	19	136	26	0	1	4	1	1
2558012409	44	17	97	11	4	2	6	1	2
2558012410	224	90	485	100	9	24	22	4	2
2558012411	762	227	1335	233	43	88	72	14	17
2558012412	97	54	218	46	23	20	22	12	7
2558012413	193	147	321	138	117	116	109	54	31
2558012414	17	11	18	13	11	23	21	13	3
2558012415	150	123	203	93	81	105	67	34	20
